timestamp,time_utc,up_price,down_price,combined,up_volume,down_volume,trades
1767867575,10:19:35,0.49000000000000005,0.51,1.0,10.0,10.0,2
1767943352,07:22:32,0.4900000026775001,0.5099999973225,1.0,78.431371,78.431371,2
1767945820,08:03:40,0.5,,,2.0,0,1
1767945824,08:03:44,0.4900001683001128,0.5099998316998873,1.0,1.960783,1.960783,2
1767946534,08:15:34,0.495,0.51,1.005,10.0,5.0,3
1767948418,08:46:58,0.5,,,2.0,0,1
1767948502,08:48:22,0.5,0.5,1.0,4.0,3.0,2
1767948740,08:52:20,,0.5,,0,10.0,2
1767949140,08:59:00,0.4900001683001128,0.5099998316998873,1.0,1.960783,1.960783,2
1767949248,09:00:48,0.49,0.51,1.0,6.0,6.0,2
1767949364,09:02:44,,0.5,,0,5.9,1
1767950116,09:15:16,0.5,0.5,1.0,2.0,2.0,2
1767950144,09:15:44,0.5,0.5,1.0,5.0,5.0,2
1767950320,09:18:40,0.5,0.5,1.0,287.0,277.0,6
1767950408,09:20:08,0.5,0.5,1.0,2.0,2.0,2
1767950442,09:20:42,0.5,0.5,1.0,2.0,2.0,2
1767950648,09:24:08,0.5,0.5,1.0,2.0,2.0,2
1767950742,09:25:42,0.5,0.5,1.0,212.0,212.0,4
1767951000,09:30:00,0.49000000892500034,0.5099999910749997,1.0,39.215685,39.215685,2
1767951142,09:32:22,,0.5,,0,38.6,1
1767951744,09:42:24,,0.5,,0,10.0,1
1767952100,09:48:20,0.5,0.5,1.0,5.0,5.0,2
1767952280,09:51:20,0.5,0.5,1.0,10.0,10.0,4
1767952316,09:51:56,0.5,0.5,1.0,40.0,40.0,2
1767952328,09:52:08,0.5,0.5,1.0,241.65,221.65,6
1767952332,09:52:12,0.5099999999999999,0.49,0.9999999999999999,155.24,155.24,2
1767952334,09:52:14,0.5099999868012411,0.4900000131987588,1.0,18.941175,18.941175,2
1767952336,09:52:16,0.5099999922130241,0.49000000778697583,0.9999999999999999,106.588233,106.588233,4
1767952338,09:52:18,0.5099999935566613,0.49000000644333885,1.0,51.215683,51.215683,4
1767952340,09:52:20,0.5099999954895765,0.49000000451042347,1.0,31.039214,31.039214,2
1767952460,09:54:20,0.49000000000000005,0.51,1.0,5.0,5.0,2
1767952640,09:57:20,0.49000000000000005,0.51,1.0,5.0,5.0,2
1767952756,09:59:16,0.5091666666666667,0.49029411764705877,0.9994607843137254,180.0,170.0,7
1767952794,09:59:54,0.5099998299999151,0.49000017000008506,1.0000000000000002,2.35294,2.35294,2
1767952804,10:00:04,0.5079920925895084,0.4920079074104917,1.0,9.960783,9.960783,6
1767952810,10:00:10,0.51,0.49,1.0,9.8,27.96,3
1767952818,10:00:18,0.508,0.492,1.0,250.0,250.0,6
1767952854,10:00:54,0.5099998299999151,0.49000017000008506,1.0000000000000002,2.35294,2.35294,2
1767952924,10:02:04,0.5,0.5,1.0,10.0,10.0,2
1767952954,10:02:34,0.5,0.5,1.0,14.0,14.0,2
1767952998,10:03:18,0.5,0.5,1.0,50.0,50.0,2
1767953000,10:03:20,0.5,0.5,1.0,200.0,200.0,4
1767953010,10:03:30,0.5,0.5,1.0,5.0,5.0,2
1767953038,10:03:58,0.5,0.5,1.0,6.720000000000001,6.720000000000001,4
1767953090,10:04:50,0.51,0.49000000000000005,1.0,2530.22,2130.2200000000003,16
1767953106,10:05:06,0.52,0.48000000000000004,1.0,9.0,9.0,3
1767953110,10:05:10,0.519999989599995,0.48000001040000495,1.0,3.846152,3.846152,2
1767953122,10:05:22,0.5199999810909081,0.480000018909092,1.0,21.153845,21.153844999999997,3
1767953130,10:05:30,0.5100000098000007,0.48999999019999935,1.0,22.448978,22.448978,2
1767953178,10:06:18,0.51,0.49,1.0,59.55,150.0,7
1767953180,10:06:20,0.5,0.496545,0.996545,65.45,100.0,4
1767953190,10:06:30,0.5,0.5,1.0,2.4,2.4,2
1767953286,10:08:06,0.5099999879454538,0.4900000120545463,1.0,21.568626,21.568626,2
1767953294,10:08:14,0.5099999952399998,0.49,0.9999999952399998,58.823528,28.43,2
1767953302,10:08:22,0.5099999952399998,,,58.823528,0,1
1767953316,10:08:36,0.5099999952399998,0.49000000582683545,1.0000000010668353,58.823528,48.053528,3
1767953332,10:08:52,0.5099999987759999,0.490000001224,0.9999999999999999,49.019606,49.019606,2
1767953356,10:09:16,0.51,0.49,1.0,250.0,250.0,6
1767953358,10:09:18,0.5,0.5,1.0,100.0,100.0,3
1767953360,10:09:20,0.5,0.5,1.0,140.0,140.0,20
1767953376,10:09:36,0.5049504096411905,0.4950495903588095,1.0,4.75294,4.75294,5
1767953410,10:10:10,0.51,0.49,1.0,205.0,205.0,6
1767953412,10:10:12,0.51,0.49,1.0,50.0,50.0,2
1767953416,10:10:16,0.51,0.49,1.0,50.0,50.0,2
1767953422,10:10:22,0.5,0.5,1.0,84.75,105.0,10
1767953438,10:10:38,0.51,0.4901185770750988,1.0001185770750989,200.0,202.4,4
1767953442,10:10:42,0.5099998299999151,0.49000017000008506,1.0000000000000002,2.35294,2.35294,2
1767953444,10:10:44,0.5099999988093542,0.4900000011906458,1.0,495.529409,495.529409,4
1767953460,10:11:00,0.5099999955799998,0.49000000442000025,1.0,29.411763,29.411763,2
1767953466,10:11:06,,0.5,,0,7.0,1
1767953486,10:11:26,0.5099999982999994,0.4900000017000006,1.0,5.882351,5.882351,2
1767953502,10:11:42,,0.5,,0,20.0,1
1767953504,10:11:44,0.5099999879454538,0.4900000120545463,1.0,21.568626,21.568626,2
1767953506,10:11:46,0.51,0.49,1.0,90.88,90.88,2
1767953518,10:11:58,0.5099999974637838,0.49000000253621623,1.0,90.686273,90.686273,2
1767953522,10:12:02,0.51,0.49,1.0,9.52,9.52,2
1767953530,10:12:10,0.5099999903999997,0.4900000096000004,1.0,33.333332,33.333332,3
1767953534,10:12:14,0.5099999785799988,0.49000002142000126,1.0,19.607842,19.607842,2
1767953536,10:12:16,0.5099999795999968,0.4937965390865051,1.0037965186865019,9.80392,15.80392,3
1767953550,10:12:30,0.51,0.49000000000000005,1.0,5.0,5.0,2
1767953554,10:12:34,0.51,0.49,1.0,9.52,9.52,2
1767953556,10:12:36,0.50999999847,0.49000000153000006,1.0,196.07843,196.07843,3
1767953564,10:12:44,0.5099999982999994,0.4900000017000006,1.0,5.882351,5.882351,2
1767953566,10:12:46,0.5099999992690001,0.49000000073100003,1.0,588.235293,588.235293,4
1767953572,10:12:52,,0.5,,0,10.0,1
1767953586,10:13:06,0.51,0.49,1.0,9.52,9.52,2
1767953592,10:13:12,,0.5,,0,30.0,2
1767953594,10:13:14,0.51,0.49,1.0,150.0,150.0,7
1767953596,10:13:16,0.51,0.49,1.0,164.0,164.0,6
1767953598,10:13:18,,0.5,,0,1000.0,1
