wallet,market_slug,market_question,winning_outcome,id,timestamp,datetime,side,outcome,shares,usdc,price,role,tx_hash,fee
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x080aa00c585959ce7e884083d3698a6ff416d1586a71a9c25327f98a4595442f_0x58b22fa89c652eb90bb922173c1de709a8dd2939b7536cc2660ed626d99d8c17,1768029316,2026-01-10T08:15:16,BUY,Down,26.0,12.74,0.49,maker,0x080aa00c585959ce7e884083d3698a6ff416d1586a71a9c25327f98a4595442f,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x080aa00c585959ce7e884083d3698a6ff416d1586a71a9c25327f98a4595442f_0x6c3024f46fee9dbf014cdbedd0b2b2951eac9ed4847cbfd30941b7addbad5955,1768029316,2026-01-10T08:15:16,BUY,Down,26.0,12.74,0.49,maker,0x080aa00c585959ce7e884083d3698a6ff416d1586a71a9c25327f98a4595442f,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x080aa00c585959ce7e884083d3698a6ff416d1586a71a9c25327f98a4595442f_0xf987c8b5173c05354a5be640006c00fa3ebeb69811b80e5b9e7141a0d6349b5f,1768029316,2026-01-10T08:15:16,BUY,Down,21.29,10.4321,0.49000000000000005,maker,0x080aa00c585959ce7e884083d3698a6ff416d1586a71a9c25327f98a4595442f,2.129
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xe0df64d3b4189892e49dc7203a8fc4d9579560e7610d0258852ba11f17caa1fe_0xb018bfd19502052cbf3db6258130dfa96fec2d1e3e585bf90f7d07f672f1d2e5,1768029318,2026-01-10T08:15:18,BUY,Down,26.0,12.74,0.49,maker,0xe0df64d3b4189892e49dc7203a8fc4d9579560e7610d0258852ba11f17caa1fe,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xe0df64d3b4189892e49dc7203a8fc4d9579560e7610d0258852ba11f17caa1fe_0xf987c8b5173c05354a5be640006c00fa3ebeb69811b80e5b9e7141a0d6349b5f,1768029318,2026-01-10T08:15:18,BUY,Down,4.71,2.3079,0.49,maker,0xe0df64d3b4189892e49dc7203a8fc4d9579560e7610d0258852ba11f17caa1fe,0.471
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb_0x167de93ffabf264e6d0363b4ef5ed74f4b5c3d84bde68eb1993bedcd8ed90275,1768029320,2026-01-10T08:15:20,BUY,Down,26.0,13.0,0.5,maker,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb_0x7e888a347315763eb4f3bca6facf39b0aac24c26a44845fe313be672d35150af,1768029320,2026-01-10T08:15:20,BUY,Down,26.0,13.0,0.5,maker,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb_0xc386481ea42aa6d22450257aa36283c888c3eb98ba72516fa1cb909b98486144,1768029320,2026-01-10T08:15:20,BUY,Down,26.0,13.0,0.5,maker,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb_0xd64bd2bce05204f55e2f5ede076406d00caaeadb898251a94a0597e7b47252a7,1768029320,2026-01-10T08:15:20,BUY,Down,26.0,13.0,0.5,maker,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb_0xe53f65f354a4fc3dc924e0e0b5894ea5cf33110a2e61b842f83ec3753f1467f3,1768029320,2026-01-10T08:15:20,BUY,Down,26.0,13.0,0.5,maker,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb_0xf25c399591fe712263256ee5af5a66c4354a308831561b581cab90d04451a01a,1768029320,2026-01-10T08:15:20,BUY,Down,26.0,13.0,0.5,maker,0x6fe57ef37890b97c5f3e059ce147d91f90ddbab4cfa1a800d58c180765c3b7cb,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x5180c8bcb8e5c863fae66efa73675b0e78850b6dc33bf4651763424f655ea832_0x33e323e3c85b0821c6d92548f034175bd35b38eef6587a0ad09f48cfa231a703,1768029324,2026-01-10T08:15:24,BUY,Up,1.492243,0.761044,0.51000004690925,maker,0x5180c8bcb8e5c863fae66efa73675b0e78850b6dc33bf4651763424f655ea832,0.143372
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x5321597732e585fda77f17ced1ed3c0e1f4cf0a4134a93b5cf1c3a422d97e9d0_0x33e323e3c85b0821c6d92548f034175bd35b38eef6587a0ad09f48cfa231a703,1768029326,2026-01-10T08:15:26,BUY,Up,2.39,1.2189,0.51,maker,0x5321597732e585fda77f17ced1ed3c0e1f4cf0a4134a93b5cf1c3a422d97e9d0,0.229627
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x7d8c09065fbfc837df7332f3eb02c8a5a0dc2929ddb22fe1b1ea3bd83b922368_0x33e323e3c85b0821c6d92548f034175bd35b38eef6587a0ad09f48cfa231a703,1768029326,2026-01-10T08:15:26,BUY,Up,10.0,5.1,0.51,maker,0x7d8c09065fbfc837df7332f3eb02c8a5a0dc2929ddb22fe1b1ea3bd83b922368,0.960784
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xcabbeac1ba837bf3b338ac278259804cb6b88390351cd924f94f6ed45d7000fb_0x33e323e3c85b0821c6d92548f034175bd35b38eef6587a0ad09f48cfa231a703,1768029326,2026-01-10T08:15:26,BUY,Up,2.244896,1.144897,0.5100000178181975,maker,0xcabbeac1ba837bf3b338ac278259804cb6b88390351cd924f94f6ed45d7000fb,0.215686
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x4dcbf98bdf5f3513ae19e5c74664432bc0e85669cb15c58b8578257aee9fa37f_0x54078f85ca3746295390b27e53225503fda90149300fed77fec2e72e21646194,1768029330,2026-01-10T08:15:30,BUY,Up,3.061223,1.561224,0.510000088200043,maker,0x4dcbf98bdf5f3513ae19e5c74664432bc0e85669cb15c58b8578257aee9fa37f,0.294117
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x504b2dc210bf4a0c7726faef11d07a4e517e226930f6da90d373afa62ac51666_0x54078f85ca3746295390b27e53225503fda90149300fed77fec2e72e21646194,1768029330,2026-01-10T08:15:30,BUY,Up,2.4,1.224,0.51,maker,0x504b2dc210bf4a0c7726faef11d07a4e517e226930f6da90d373afa62ac51666,0.230588
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x8f2e74183c80c207cd881e470a24296c0c7397dca5f31d8254bc6eb4cb3e9846_0x54078f85ca3746295390b27e53225503fda90149300fed77fec2e72e21646194,1768029330,2026-01-10T08:15:30,BUY,Up,2.244896,1.144897,0.5100000178181975,maker,0x8f2e74183c80c207cd881e470a24296c0c7397dca5f31d8254bc6eb4cb3e9846,0.215686
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x959cabdc03f556b3f7c4aa92cd016db41ab7c42aa32490ce98b629d297f87fb0_0x54078f85ca3746295390b27e53225503fda90149300fed77fec2e72e21646194,1768029330,2026-01-10T08:15:30,BUY,Up,2.25,1.1475,0.51,maker,0x959cabdc03f556b3f7c4aa92cd016db41ab7c42aa32490ce98b629d297f87fb0,0.216176
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x16a7d7688985c9650f612ecb92c1bef0a30815b766f9e8659521bf571e483efc_0x54078f85ca3746295390b27e53225503fda90149300fed77fec2e72e21646194,1768029334,2026-01-10T08:15:34,BUY,Up,15.040815,7.670816,0.5100000232700156,maker,0x16a7d7688985c9650f612ecb92c1bef0a30815b766f9e8659521bf571e483efc,1.445097
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xef3e295f0b4cf4a5a5e93c7d98cbf1d1b12bf1377212576afbbe98ed78f5ce2b_0x54078f85ca3746295390b27e53225503fda90149300fed77fec2e72e21646194,1768029334,2026-01-10T08:15:34,BUY,Up,0.98,0.4998,0.51,maker,0xef3e295f0b4cf4a5a5e93c7d98cbf1d1b12bf1377212576afbbe98ed78f5ce2b,0.094156
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x25c6534ed79cd57f779fbacf45e8790e236589699013366bb0a6a596e0216c6c_0xc5f2fddb70088e814a61ffbc11cad0ff44f3458eda9e2b2998b6bde9795e391a,1768029338,2026-01-10T08:15:38,BUY,Up,2.040815,1.040816,0.5100001715001115,maker,0x25c6534ed79cd57f779fbacf45e8790e236589699013366bb0a6a596e0216c6c,0.196078
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x35a514d54e0ff5fb84b0b0b044b159d471a399219ba7f0935934f0a9314691c1_0xc5f2fddb70088e814a61ffbc11cad0ff44f3458eda9e2b2998b6bde9795e391a,1768029338,2026-01-10T08:15:38,BUY,Up,6.6,3.366,0.51,maker,0x35a514d54e0ff5fb84b0b0b044b159d471a399219ba7f0935934f0a9314691c1,0.634117
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x37b3e682e85aaa446b0dad998a87d31320fa5f6dd61b9b3e02e1c68b78a1208c_0xc5f2fddb70088e814a61ffbc11cad0ff44f3458eda9e2b2998b6bde9795e391a,1768029340,2026-01-10T08:15:40,BUY,Up,2.040815,1.040816,0.5100001715001115,maker,0x37b3e682e85aaa446b0dad998a87d31320fa5f6dd61b9b3e02e1c68b78a1208c,0.196078
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x43c41134ef0060deb46fb97cbd02a992a3ab80697de5e24ce92fd49b1cc6ccb5_0xc5f2fddb70088e814a61ffbc11cad0ff44f3458eda9e2b2998b6bde9795e391a,1768029340,2026-01-10T08:15:40,BUY,Up,2.040815,1.040816,0.5100001715001115,maker,0x43c41134ef0060deb46fb97cbd02a992a3ab80697de5e24ce92fd49b1cc6ccb5,0.196078
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x59e952192be03254278ebba749d3f86f8db3c52f3725b801c4832393ac94d38f_0xc5f2fddb70088e814a61ffbc11cad0ff44f3458eda9e2b2998b6bde9795e391a,1768029340,2026-01-10T08:15:40,BUY,Up,5.142856,2.622857,0.5100000855555746,maker,0x59e952192be03254278ebba749d3f86f8db3c52f3725b801c4832393ac94d38f,0.494117
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x5aec4ea0c7ad41153497fa79a619fae9e383fb1055479af5b30c1565380277c9_0xc5f2fddb70088e814a61ffbc11cad0ff44f3458eda9e2b2998b6bde9795e391a,1768029340,2026-01-10T08:15:40,BUY,Up,4.0,2.04,0.51,maker,0x5aec4ea0c7ad41153497fa79a619fae9e383fb1055479af5b30c1565380277c9,0.384313
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x7542bcb45ba801e8008622b50c4a288d5733aa60163167f5c5c1b50a9a400f34_0xc5f2fddb70088e814a61ffbc11cad0ff44f3458eda9e2b2998b6bde9795e391a,1768029340,2026-01-10T08:15:40,BUY,Up,2.938774,1.498775,0.5100000884722676,maker,0x7542bcb45ba801e8008622b50c4a288d5733aa60163167f5c5c1b50a9a400f34,0.282352
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xec77c6b0b30ccb3179b1333d1d8e2bfd88ee1e14b9174475ebf181f2998ad87f_0xc5f2fddb70088e814a61ffbc11cad0ff44f3458eda9e2b2998b6bde9795e391a,1768029342,2026-01-10T08:15:42,BUY,Up,1.16,0.5916,0.51,maker,0xec77c6b0b30ccb3179b1333d1d8e2bfd88ee1e14b9174475ebf181f2998ad87f,0.11145
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x8d29fc6acebf142ffd09eca50985b0f36462e832937638559567263498f89f1c_0x02275b3789f8d204c8e6c4bb918b1ce002c1bb66c83583c032178570914eb2b6,1768029344,2026-01-10T08:15:44,BUY,Up,18.0,9.18,0.51,maker,0x8d29fc6acebf142ffd09eca50985b0f36462e832937638559567263498f89f1c,1.729411
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xba8ba22a22702d207b1b548f4af387481a02da39a424837aef97aa0ca50991c1_0x02275b3789f8d204c8e6c4bb918b1ce002c1bb66c83583c032178570914eb2b6,1768029344,2026-01-10T08:15:44,BUY,Up,2.533876,1.292277,0.5100000947165528,maker,0xba8ba22a22702d207b1b548f4af387481a02da39a424837aef97aa0ca50991c1,0.24345
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xd67f1d33ddba28f27692048aba2430ed23740a6d7523aeed26f433859839e1f5_0x02275b3789f8d204c8e6c4bb918b1ce002c1bb66c83583c032178570914eb2b6,1768029344,2026-01-10T08:15:44,BUY,Up,5.46,2.7846,0.51,maker,0xd67f1d33ddba28f27692048aba2430ed23740a6d7523aeed26f433859839e1f5,0.524588
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xd67f1d33ddba28f27692048aba2430ed23740a6d7523aeed26f433859839e1f5_0x05ffbcc176785a15186669ca0facb0e3dd86305744b614b309e2e56b0bd1ce8d,1768029344,2026-01-10T08:15:44,BUY,Up,4.54,2.3154,0.51,maker,0xd67f1d33ddba28f27692048aba2430ed23740a6d7523aeed26f433859839e1f5,0.436196
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x05d18db10a04be617f1b701d3bb8b8db8cf8d2c4c41c73856c9189f3606e3791_0xf5ee6bd2d7630c28abda32d25ad5869776b7388aebc2a69fe0a964c67e7f030d,1768029346,2026-01-10T08:15:46,BUY,Up,10.31,5.2581,0.51,maker,0x05d18db10a04be617f1b701d3bb8b8db8cf8d2c4c41c73856c9189f3606e3791,0.990568
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x18bd2c6fa7ac2e5bf26a27380fc54a38ce99333f022448e5b478208a88d43094_0xf5ee6bd2d7630c28abda32d25ad5869776b7388aebc2a69fe0a964c67e7f030d,1768029346,2026-01-10T08:15:46,BUY,Up,5.142856,2.622857,0.5100000855555746,maker,0x18bd2c6fa7ac2e5bf26a27380fc54a38ce99333f022448e5b478208a88d43094,0.494117
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x44de9ada682699330c48d26a28d8096928d221c1cee77a6ca0351c38c4e23329_0x619b4c40105613e9ee8deac7708e7a2cb839c51f2c09522d8def89b9af308290,1768029350,2026-01-10T08:15:50,BUY,Up,26.0,13.0,0.5,maker,0x44de9ada682699330c48d26a28d8096928d221c1cee77a6ca0351c38c4e23329,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c_0x21db3eae7a5526289651979ec3258955c6b1b63bcb9e3968ec552608cee58a3c,1768029354,2026-01-10T08:15:54,BUY,Up,26.0,12.74,0.49,maker,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c_0x403c228c50742c0c53a1d338dd2a0c5ad47b2c859448e490084505bb4af4f708,1768029354,2026-01-10T08:15:54,BUY,Up,26.0,12.74,0.49,maker,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c_0x46d8334897635bd011fb97f177e5803fdf32924d0cf59b0d9c02ce9e018d3686,1768029354,2026-01-10T08:15:54,BUY,Up,26.0,12.74,0.49,maker,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c_0x4e15788b16a0416aa6d36362a4e20d5dc11c69dc77cecda74e177137149b4517,1768029354,2026-01-10T08:15:54,BUY,Up,26.0,12.74,0.49,maker,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c_0x90f16da22ae755debd195c8ec8d3bf732533264db750a3b73b9404980ae6bfae,1768029354,2026-01-10T08:15:54,BUY,Up,26.0,12.74,0.49,maker,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c,2.6
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c_0xa86d2d5eea224f19360e171943a9fc7cf1149e1b3d4a4b616c84a27a5f0493a7,1768029354,2026-01-10T08:15:54,BUY,Up,17.64,8.6436,0.48999999999999994,maker,0x3288212e0faf04d196b9c43bd9485b46a190b1f84e9d2b526f14dc02649fa13c,1.764
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x372ad3c3ba6839d97c5b5f48733ad6e2f8ee1fcd846692d1b5a11ac23d00b1f5_0x8a7869ca6b507b0a6f5d0a69b0bbe759ef054291cfd2b4a2f2f60a8aebd3847e,1768029354,2026-01-10T08:15:54,BUY,Down,5.0,2.5,0.5,maker,0x372ad3c3ba6839d97c5b5f48733ad6e2f8ee1fcd846692d1b5a11ac23d00b1f5,0.5
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x579bfa59b4c81cfc9da58985a574517e05dd75cd61ff72d226e171f7167351f0_0x8a7869ca6b507b0a6f5d0a69b0bbe759ef054291cfd2b4a2f2f60a8aebd3847e,1768029354,2026-01-10T08:15:54,BUY,Down,5.0,2.5,0.5,maker,0x579bfa59b4c81cfc9da58985a574517e05dd75cd61ff72d226e171f7167351f0,0.5
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x884f3cd701dea1ee7e42192fdfdcfbf3b3992e6a20bfbbe639e05ddae4bbccb9_0x8a7869ca6b507b0a6f5d0a69b0bbe759ef054291cfd2b4a2f2f60a8aebd3847e,1768029354,2026-01-10T08:15:54,BUY,Down,2.2,1.1,0.5,maker,0x884f3cd701dea1ee7e42192fdfdcfbf3b3992e6a20bfbbe639e05ddae4bbccb9,0.22
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xac567bbeac52f771a750e8378de03d2fab969cc1db023e8cc8b2aaef16d8e194_0x595cc6a51df13ef0c8defd80aa2d462b8e3588fae437cc291e7c64a2bfd635ab,1768029354,2026-01-10T08:15:54,BUY,Down,25.0,12.5,0.5,maker,0xac567bbeac52f771a750e8378de03d2fab969cc1db023e8cc8b2aaef16d8e194,2.5
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xb3b4f0c623c6eacd3ae2ec3a9035e1d333e129a40cd73e181347793b3ccdf502_0x8a7869ca6b507b0a6f5d0a69b0bbe759ef054291cfd2b4a2f2f60a8aebd3847e,1768029354,2026-01-10T08:15:54,BUY,Down,3.8,1.9,0.5,maker,0xb3b4f0c623c6eacd3ae2ec3a9035e1d333e129a40cd73e181347793b3ccdf502,0.38
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xdf90c15a4f7bc17d30c8dc986c7a901fc4de9499e311ba543893df8f1d896812_0x8a7869ca6b507b0a6f5d0a69b0bbe759ef054291cfd2b4a2f2f60a8aebd3847e,1768029354,2026-01-10T08:15:54,BUY,Down,5.0,2.5,0.5,maker,0xdf90c15a4f7bc17d30c8dc986c7a901fc4de9499e311ba543893df8f1d896812,0.5
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xe60f86f3301c5f61f2e892a81adffeed4c08a3a7b3fe92cb4838c04c28849bc2_0x8a7869ca6b507b0a6f5d0a69b0bbe759ef054291cfd2b4a2f2f60a8aebd3847e,1768029354,2026-01-10T08:15:54,BUY,Down,5.0,2.5,0.5,maker,0xe60f86f3301c5f61f2e892a81adffeed4c08a3a7b3fe92cb4838c04c28849bc2,0.5
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xfaf4d2cfbad7c28c95b9d94f2d3a07592b9a4c51dca5423b38d1742621ab6f4c_0x595cc6a51df13ef0c8defd80aa2d462b8e3588fae437cc291e7c64a2bfd635ab,1768029354,2026-01-10T08:15:54,BUY,Down,1.0,0.5,0.5,maker,0xfaf4d2cfbad7c28c95b9d94f2d3a07592b9a4c51dca5423b38d1742621ab6f4c,0.1
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0xfaf4d2cfbad7c28c95b9d94f2d3a07592b9a4c51dca5423b38d1742621ab6f4c_0x735c89b7351e0b7f9eb80da7f2b35d376e7bef4b0ea6d46adb954171698620ed,1768029354,2026-01-10T08:15:54,BUY,Down,17.72,8.86,0.5,maker,0xfaf4d2cfbad7c28c95b9d94f2d3a07592b9a4c51dca5423b38d1742621ab6f4c,1.772
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x5931d1dde394288841951ccadef878735659b2830cf2ac5ae4cf1abbd4f1b2c0_0x44bcb7100823bb0b722fb4138960095ddd94bb48aea6ef69f1421b3032ca67b0,1768029356,2026-01-10T08:15:56,BUY,Up,4.028702,1.853203,0.4600000198575124,maker,0x5931d1dde394288841951ccadef878735659b2830cf2ac5ae4cf1abbd4f1b2c0,0.40287
0x6031b6eed1c97e853c6e0f03ad3ce3529351f96d,btc-updown-15m-1768029300,"Bitcoin Up or Down - January 10, 2:15AM-2:30AM ET",up,0x5931d1dde394288841951ccadef878735659b2830cf2ac5ae4cf1abbd4f1b2c0_0x7cfa4ab1b89609bf8b0837437d470ec7b86b3323365d65ab646bbc61b6e97c11,1768029356,2026-01-10T08:15:56,BUY,Up,26.0,12.74,0.49,maker,0x5931d1dde394288841951ccadef878735659b2830cf2ac5ae4cf1abbd4f1b2c0,2.6
